Scene,Character,Line
2496,phoebe,Get your foot off my contestant! Judge!
2496,joey,"Judge rules, no violation."
2496,phoebe,Ohhh.
2496,joey,And the duck gets the Nutter-Butter!
2496,phoebe,"No!! Hey-hey that's not a Nutter-Butter, that's just an old Wonton!"
2496,joey,"Judge rules, Nutter-Butter."
2496,phoebe,"Ohh, tough call."
2496,joey,Yeah.
2496,joey,I’d seen this thing on The Discovery Channel...
2496,ross,"Wait a minute! I saw that! On The Discovery Channel, yeah! About jellyfish and how if you... Ewwww!! You peed on yourself?!"
2496,phoebe and rachel,Ewwww!!
2496,monica,"You can’t say that!! You-you don’t know!! I mean I thought I was gonna pass out from the pain! Anyway I-I tried, but I-I couldn’t...bend that way. So..."
2496,"phoebe, ross, and rachel",Ewwww!!
2496,joey,"That’s right I stepped up! She’s my friend and she needed help! And if I had too, I’d pee on anyone of you!"
2496,joey,"Umm, no. No best friend, no. Just a lot of close friends."
2496,the interviewer,"So umm, now back to the show. How does it feel to have a huge gay fan base?"
2496,joey,Really? Me? Wow! I don’t even know any huge gay people!
2496,chandler,It hurts me. It physically hurts me.
2496,the interviewer,"Now, off the record, you’re not…"
2496,joey,"What? Are you referring to my man's bag? At first, I thought it just looked good, but it's practical too. Check it out! It's got compartments for all your stuff! Your wallet! Your keys! Your address book!"
2496,ross,Your make-up!
2496,ross,Okay. Now-now-now should I climb down your front so we’re face to face or-or should I climb down your back so we’re-we’re butt to face.
2496,joey,I think face to face.
2496,ross,I would say that.
2496,joey,"Face to face, yeah!"
2496,ross,"Okay, here I go."
2496,joey,All right.
2496,joey,Oh my… How much do you weigh Ross?!
2496,ross,"I prefer not to answer that right now, I’m still carrying a little holiday weight."
2496,joey,"Y’know, when we talked about face to face, I don’t think we thought it all the way through."
2497,joey,Hey Pheebs!
2497,phoebe,Hey!
2497,joey,Check it out. How much of a man am I?!
2497,phoebe,Wow! Nice! Manly and also kind of a slut.
2497,chandler,You’re turning into a woman.
2497,joey,No I’m not. Why would you say that? That’s just mean.
2497,chandler,Now I’ve upset you? What did I say?
2497,joey,"It’s not what you said. It’s the way you said it… Oh My God, I’m a woman!!!"
2498,joey,Great nap.
2498,ross,It really was.
2498,joey,"Uh me? Gay? No! No. No, but I have a number of close friends who are."
2498,the interviewer,"So, let’s talk about women. I’m sure our female readers will be interested to know about your romantic life."
2498,joey,"Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin’?"""
2498,phoebe,"Oh, please!"
2498,joey,"Hey, how you doin’?"
2499,joey,Hey! How you doin’?
2499,woman,He has the most amazing Porsche under there!
2499,joey,"I’d love to show ya, but I just tucked her in. She’s sleeping."
2499,woman,"Hi, is Rachel here? I’m her sister."
2499,rachel,"Oh my God, Jill!"
2499,jill,"Oh my God, Rachel!"
2499,chandler,"Oh my God, introduce us!"
2499,rachel,This is Chandler.
2499,jill,Hi!
2499,rachel,And you know Monica and Ross!
2499,ross,Hi Jill.
2499,rachel,"And that’s Phoebe , and that’s Joey."
2499,joey,"Hey, how you doin’?"
2499,rachel,Don’t!!
2499,janine,"No! I mean you're a really nice guy and I'm happy to be your roommate and your friend, I'm just y'know, I just don't feel that way about you."
2499,joey,"Oh! I see what happened. It's because I was trying to repel you. Right? Believe me, you'd feel a lot different if I turned it on."
2499,janine,I don't think so.
2499,joey,"Oh, I do. How you doin?"
2499,janine,I'm okay.
2499,joey,What?!?! Oh dear God!
2499,joey,Not much to tell there I’m really shy.
2499,the interviewer,"So, that’s it. I guess that’s all I need. Thank you so much. I think they will be running this in the beginning of next month."
2499,joey,Oh great! Great! Thank you.
2499,the interviewer,Bye.
2499,joey,Bye-bye. I did it!
2499,rachel,Yeah!
2499,ross,Amazing! Amazing!
2499,the interviewer,"Oh wait! I almost forgot. We have to ask everybody this. Other than Days of Our Lives, what’s your favorite soap opera?"
2499,joey,"Oh, I don’t watch soap operas. Excuse me, I have a life, y’know?"
2499,the interviewer,Thank you. The readers at Soap Opera Digest will be happy to hear that.
2499,joey,"Oh, good to know. So close!"
2500,rachel,Wow! I can’t believe they didn’t put it in the part where you said you didn’t watch soap operas.
2500,joey,"Yeah, I called the lady about that. I told her I was just joking. She was pretty nice about that."
2500,monica,You slept with her didn’t you?
2500,joey,"Little bit, yeah."
2500,ross,Wow! This picture of you sure is steamy.
2500,joey,"Oh yeah, that’s just a little something for my huge gay fan base."
2500,ross,Did you just wink at me?
2500,joey,"Hey, you’re the one that loves the picture."
2501,rachel,Hi!
2501,monica,Hey!
2501,phoebe,Hey!
2501,rachel,So what’s the final head count on my baby shower?
2501,phoebe,"About twenty, a couple people from work who had something else to do."
2501,monica,Also both of your sisters called and neither can make it.
2501,rachel,"What?! You mean they’re not coming to a social event where there’s no men and there’s no booze?! That’s shocking! I don’t care, as long as my mom’s here."
2501,monica,"Oh my God, your mother!"
2501,rachel,What?! My mom’s not gonna be here?!
2501,monica,"Well, given that we forgot to invite her it would be an awfully big coincidence if she was."
2501,rachel,My God!
2501,monica,"Well it wasn’t my fault, Phoebe was in charge of the invitations!"
2501,phoebe,"Well I don’t, I don’t have a mother so often I forget that other people…"
2501,monica,Oh give it a rest!
2501,rachel,So my mother is not coming to my baby shower?!
2501,phoebe,No. Neither is mine.
2501,monica,"Okay, y’know what? Don’t worry, okay? We’ll take care of it. We’ll call her. Just go home and get ready."
2501,rachel,"Please, make sure she comes. It’s really important to me, I mean it’s my mom!"
2501,phoebe,"I know. I know, what’s her number?"
2501,rachel,I don’t know.
2501,monica,"Go! I have it in my book. Go! Wait a minute! If you’re in charge of the invitations why am I the one who has to call her—Hello Mrs. Green! Hi, it’s Monica Geller."
2501,mrs. green,"Oh, hello Monica."
2501,monica,"Hi, umm I know this is last minute, but we’ve decided to throw an impromptu baby shower for Rachel today."
2501,mrs. green,"I know, my daughter’s told me about it when they received their impromptu invitations a month ago."
2501,monica,"Yeah, I’m sorry. I’m-I’m so sorry."
2501,mrs. green,For what dear? For not inviting me or lying about it?
2501,monica,Please! Please! Can you come? It’s today at four.
2501,mrs. green,Well all right. I’ll see you at four.
2501,monica,Thank you.
2501,phoebe,Isn’t it at three?
2501,monica,Son of a bitch!
2502,chandler,Hey Joe! You wanna shoot some hoops?
2502,joey,"Oh no, I can’t go. I’m practicing; I got an audition to be the host of a new game show."
2502,ross,Oh cool!
2502,chandler,That’s great.
2502,joey,"Yeah-yeah, and if I get it by day I’ll Joey Trrrribbiani!"
2502,chandler,You’ll be perfect for this! That’s already your name!
2502,joey,But the audition’s in a couple hours and I don’t even understand the game.
2502,ross,Well do you want some help?
2502,joey,Oh really? That’d be great! You guys can be the contestants!
2502,ross,Awesome!
2502,chandler,"Okay, I guess we can lose to junior high girls some other time."
2502,joey,All right! Let’s play Bamboozled!
2502,chandler,Bamboozled?
2502,joey,"Yeah, isn’t that a cool name?"
2502,ross,Yeah!
2502,chandler,No!
2502,joey,"All right. Uhh, okay. Our first contestant is Ross Geller. Why don’t you tell us a little something about you Ross?"
2502,ross,"Well uh, I-I’m a paleontologist. Umm, I-I live in New York. I have a son Ben. Uh, hi Ben! And uh…"
2502,joey,"I said a little bit Ross. Now, how about you Chandler?"
2502,chandler,"Well Joey, I’m a headhunter. I hook up out of work Soviet scientists with rogue third-world nations. Hi Rasputin!"
2502,joey,"Excellent! Let’s play Bamboozled! Chandler, you’ll go first. What is the capital of Columbia?"
2502,chandler,Bogota.
2502,joey,"It’s Ba-go-ta, but close enough. Now, you can either pass your turn to Ross or pick a Wicked Wango card."
2502,chandler,What does a Wicked Wango card do?
2502,joey,"I should know that. Let’s see, just one moment please. Umm, here we are, a Wicked Wango card determines whether you go higher or lower."
2502,chandler,Higher or lower than what?
2502,joey,This is embarrassing.
2502,chandler,Can you believe how lame this is?
2502,ross,"I’m sorry, I don’t believe contestants are allowed to talk to each other."
2503,phoebe,"Oh, I told the stripper to be here at five. That’s good right?"
2503,monica,You ordered a stripper for the shower?! That is totally inappropriate!
2503,phoebe,What? He’s gonna be dressed as a baby! Oh hi Mrs. Green!
2503,monica,Hi!
2503,phoebe,I’m so glad you could make it.
2503,monica,"Yes, thank you so much. And again, we’re so sorry. We could not feel worse about it."
2503,mrs. green,Try. There’s my little girl.
2503,monica,She’s still mad.
2503,phoebe,Yeah I know. Isn’t it great? One less person we have to make small talk with.
2503,monica,"Phoebe, Sandra’s mad at you too. It-it doesn’t bother you?"
2503,phoebe,"No look, we’ve apologized twice! I can’t do anymore than that. I know you hate it when people are mad at you but you just have to be okay with it."
2503,monica,Okay. I can do that. I gotta go powder my ass.
2503,mrs. green,"Look at that face! Just like when you were in high school! If I didn’t know better I’d say you were a cheerleader in trouble. Come on, let’s get some tea."
2503,rachel,Okay.
2503,mrs. green,"Oh my look at that. Only three weeks to go, now have you picked your nanny yet? Now I don’t want you to use your housekeeper ‘cause it would just split her focus."
2503,rachel,"Oh well actually gonna use a nanny and uh, I don’t even have a housekeeper."
2503,mrs. green,"It’s like you’re a cave person. Rachel, you must get a nanny. You don’t know how overwhelming this is going to be. I mean when you were a baby I had full time help, I had Mrs. Kay."
2503,rachel,"Mrs. Kay! Oh yeah, she was sweet. She taught me Spanish. I actually think I remember some of it, tu madre es loca."
2503,mrs. green,Such a sweet woman.
2503,rachel,"Well, however great she was I just can’t afford that."
2503,mrs. green,Oh Rachel!
2503,rachel,What?
2503,mrs. green,I just had the greatest idea! I’m gonna come live with you!
2503,rachel,Wh-wh-what? What?
2503,mrs. green,"Oh, I’m so happy I’m gonna do this for my little girl. Aw, look at you. You have tears in your eyes."
2503,rachel,Yes. Yes I do.
2504,joey,"All right Ross you’re in the lead, would you like to take another question or spin the Wheel of Mayhem?"
2504,ross,"The wheel has not been my friend tonight Joey. Uh, I’ll take another question."
2504,joey,"Okay, this is gonna be tough. Hold your breath."
2504,ross,"It’s okay, I’m ready."
2504,joey,"No dude, you gotta hold your breath until you’re ready to answer the question."
2504,chandler,"This is ridiculous, he’s not gonna hold his breath…"
